time,world_time,Fx,Fy,Fz,LPF_Fx,LPF_Fy,LPF_Fz,Mx,My,Mz,force_magnitude,touch_count,Volt_FSR1,Volt_FSR2,Ohm_FSR1,Ohm_FSR2,V1thers,V2thers
22.533984,23.1006869,0.3885260000000006,0.8784309999999663,51.27842100000005,0.4324919849928383,1.3043091218050145,48.77788297421786,0.1799951200000004,-0.38601736,0.0394490800000007,48.797234952902805,1.0,213.1,3769.31,224631.62834350072,3265.0272861611284,0.0,3769.31
22.6452861,23.211989,-0.2114739999999995,1.6084309999999662,51.30842100000005,0.2785472645207284,1.3770116536455674,49.38282636890263,0.1599951200000004,-0.38561736,0.0366490800000007,49.40280649774901,1.0,216.03,3767.84,221449.3357404064,3270.20255637182,0.0,3767.84
22.7556909,23.3223938,-0.0464739999999994,1.2934309999999662,41.77842100000005,0.2008485834099681,1.3570310946374833,47.564938334202566,0.1111951200000004,-0.32921736,0.0266490800000007,47.58471637282042,1.0,215.54,3752.2,221975.50338684235,3325.515697457493,0.0,3752.2
22.8676861,23.434389,0.1985260000000006,-0.4115690000000336,25.858421000000053,0.200293353068377,0.934234466335838,42.37583856603084,0.0759951200000004,-0.21401736,0.0282490800000007,42.38660880088992,1.0,211.63,3703.81,226261.3996125313,3499.612561119496,0.0,3703.81
22.978398,23.5451009,0.2685260000000005,-0.561569000000034,12.573421000000057,0.2166048602034592,0.576651842606341,35.25135536580911,0.0271951200000004,-0.10641736,0.0290490800000007,35.25673694685321,1.0,204.79,3510.26,234152.5465110601,4243.959136930027,0.0,3510.26
23.0890239,23.6557268,0.6535260000000005,-0.8815690000000338,5.258421000000055,0.3210540148200378,0.2280536165616226,28.0813277483812,0.0115951200000004,-0.04601736,0.0198490800000007,28.084088951654863,1.0,193.55,3093.84,248331.1805734952,6161.146019186512,0.0,3093.84
23.1998906,23.7665935,0.5785260000000005,-0.6315690000000338,2.413421000000055,0.3826045527546919,0.0225546204934377,21.945229225215154,0.0051951200000004,-0.02241736,0.0178490800000007,21.94857582400124,1.0,159.82,2345.55,302851.95845325995,11316.961906589073,0.0,2345.55
23.3111385,23.8778414,0.5885260000000003,-0.9865690000000338,0.453421000000055,0.4318315622150502,-0.2186836705016973,16.80745722052188,0.0075951200000004,-0.00441736,0.0174490800000007,16.81442592732628,1.0,121.21,1588.47,402507.2188763304,21476.82990550656,0.0,1588.47
23.4219704,23.9886733,0.3435260000000006,-0.5215690000000339,0.1134210000000549,0.4107214796825396,-0.2910905964439781,12.816627270787665,0.0019951200000004,-0.00321736,0.0114490800000007,12.826510065778171,1.0,81.13,794.23,606294.8354492789,52954.05612983644,0.0,794.23
23.5331248,24.0998277,0.2835260000000006,-0.6065690000000339,-0.161578999999945,0.3803144814538021,-0.3665079877072211,9.714093312246357,0.0031951200000004,-0.00041736,0.0122490800000007,9.728441606387223,1.0,53.27,281.52,928614.6048432514,167607.27479397555,0.0,0.0
