V_FSR1[mV],V_FSR2[mV],FSR1_filtered,FSR2_filtered,,,,SME V1,SME V2,,Variance 1,Variance 2
20.04,56.7,19.60573297,56.63362822,,,,0.791000296,0.695699183,,,
18.08,58.16,18.63270348,58.18342306,,,,1.146222957,0.39176854,,,
19.06,57.18,18.4326706,57.19078914,,,,0.008211627,0.12537678,,,
18.08,56.7,18.73476896,56.65539769,,,,1.146222957,0.695699183,,,
19.55,57.67,18.91244612,57.75733095,,,,0.159505961,0.01847266,,,
19.06,57.67,19.64225876,57.52740949,,,,0.008211627,0.01847266,,,
19.55,58.16,19.05212981,58.36378089,,,,0.159505961,0.39176854,,,
17.6,57.67,17.99487519,57.41582723,,,,2.404416262,0.01847266,,,
19.06,57.18,18.77525075,57.45208475,,,,0.008211627,0.12537678,,,
19.06,59.14,19.23905697,58.90053792,,,,0.008211627,2.578960299,,,
19.06,57.67,18.97222725,57.82043904,,,,0.008211627,0.01847266,,,
19.55,58.65,19.56735317,58.6339567,,,,0.159505961,1.245264419,,,
19.55,58.16,19.58041089,58.02259393,,,,0.159505961,0.39176854,,,
19.55,56.7,19.49187475,56.97598278,,,,0.159505961,0.695699183,,,
20.04,58.65,20.11131591,58.28095361,,,,0.791000296,1.245264419,,,
20.04,57.18,19.96345804,57.57911985,,,,0.791000296,0.12537678,,,
19.06,58.16,19.1398428,57.79289683,,,,0.008211627,0.39176854,,,
19.06,57.67,18.97421675,57.96126753,,,,0.008211627,0.01847266,,,
19.55,57.67,19.64702113,57.46913596,,,,0.159505961,0.01847266,,,
19.55,56.7,19.43563503,56.82677107,,,,0.159505961,0.695699183,,,
18.57,56.21,18.70730564,56.11786535,,,,0.337117292,1.753203304,,,
19.55,58.16,19.38532253,58.26579593,,,,0.159505961,0.39176854,,,
19.55,58.16,19.74486167,57.99939806,,,,0.159505961,0.39176854,,,
19.55,56.21,19.32465837,56.44712673,,,,0.159505961,1.753203304,,,
19.55,57.18,19.80218878,56.86891315,,,,0.159505961,0.12537678,,,
19.55,55.72,19.27963439,56.08116624,,,,0.159505961,3.290907424,,,
18.08,57.18,18.35517668,56.80575091,,,,1.146222957,0.12537678,,,
19.55,58.16,19.2857867,58.50685751,,,,0.159505961,0.39176854,,,
19.55,58.65,19.78859979,58.3664408,,,,0.159505961,1.245264419,,,
19.55,57.67,19.34721717,57.86407195,,,,0.159505961,0.01847266,,,
19.06,58.16,19.22307966,58.06953652,,,,0.008211627,0.39176854,,,
19.55,58.65,19.42421292,58.63499788,,,,0.159505961,1.245264419,,,
19.55,58.16,19.64555275,58.27127696,,,,0.159505961,0.39176854,,,
19.55,58.16,19.47560043,57.9708009,,,,0.159505961,0.39176854,,,
19.55,58.16,19.61162188,58.40167909,,,,0.159505961,0.39176854,,,
19.55,57.67,19.49539539,57.40595173,,,,0.159505961,0.01847266,,,
19.06,56.7,19.1102885,56.95512309,,,,0.008211627,0.695699183,,,
19.55,58.65,19.50334535,58.43127044,,,,0.159505961,1.245264419,,,
19.55,58.65,19.5935218,58.81453623,,,,0.159505961,1.245264419,,,
19.55,58.65,19.50771311,58.5430042,,,,0.159505961,1.245264419,,,
19.55,57.67,19.59479966,57.73210107,,,,0.159505961,0.01847266,,,
19.55,57.67,19.49803309,57.62727138,,,,0.159505961,0.01847266,,,
19.55,58.65,19.61273659,58.70402044,,,,0.159505961,1.245264419,,,
19.55,58.16,19.47609496,58.06944816,,,,0.159505961,0.39176854,,,
19.55,58.16,19.63087204,58.2967829,,,,0.159505961,0.39176854,,,
20.04,58.65,19.96089144,58.47880875,,,,0.791000296,1.245264419,,,
19.55,57.67,19.61577979,57.8429022,,,,0.159505961,0.01847266,,,
19.55,58.65,19.50914353,58.52153074,,,,0.159505961,1.245264419,,,
19.55,58.16,19.55728166,58.19634862,,,,0.159505961,0.39176854,,,
19.55,58.16,19.57979466,58.25246072,,,,0.159505961,0.39176854,,,
19.55,58.16,19.4856526,57.92232561,,,,0.159505961,0.39176854,,,
19.06,56.7,19.15088186,57.07555393,,,,0.008211627,0.695699183,,,
19.55,58.65,19.44455209,58.16486566,,,,0.159505961,1.245264419,,,
19.55,57.67,19.65596289,58.22265998,,,,0.159505961,0.01847266,,,
19.55,58.65,19.45811454,58.07699519,,,,0.159505961,1.245264419,,,
19.55,58.16,19.61365275,58.70837416,,,,0.159505961,0.39176854,,,
19.55,58.65,19.52760324,58.16425923,,,,0.159505961,1.245264419,,,
19.55,57.67,19.52019642,58.06458472,,,,0.159505961,0.01847266,,,
19.55,58.65,19.63930496,58.36430046,,,,0.159505961,1.245264419,,,
19.55,57.67,19.39957905,57.84079597,,,,0.159505961,0.01847266,,,
19.55,57.67,19.75566797,57.60790099,,,,0.159505961,0.01847266,,,
19.55,57.67,19.30292555,57.64132823,,,,0.159505961,0.01847266,,,
18.08,57.67,18.34831647,57.7619784,,,,1.146222957,0.01847266,,,
19.55,57.67,19.28322692,57.54761429,,,,0.159505961,0.01847266,,,
19.55,57.18,19.7943795,57.30011287,,,,0.159505961,0.12537678,,,
19.55,58.65,19.34320917,58.55849627,,,,0.159505961,1.245264419,,,
19.55,58.65,19.71142251,58.69780951,,,,0.159505961,1.245264419,,,
20.04,57.67,19.92454816,57.66769783,,,,0.791000296,0.01847266,,,
19.55,58.16,19.6244997,58.12671443,,,,0.159505961,0.39176854,,,
19.55,58.16,19.5079652,58.21151944,,,,0.159505961,0.39176854,,,
19.55,57.67,19.56922108,57.61968209,,,,0.159505961,0.01847266,,,
19.55,57.67,19.54497415,57.70245976,,,,0.159505961,0.01847266,,,
19.55,58.16,19.54657682,58.15571531,,,,0.159505961,0.39176854,,,
